MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_PreCast,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Garage Finish_None,Garage Finish_RFn,Garage Finish_Unf,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial,Bsmt Full Bath,Fireplaces,Mas Vnr Area,Year Remod/Add,Total Bsmt SF,Overall Qual,SalePrice
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,0.229817552957891,0.0846578968037649,-0.8809563321304665,-0.0628817956934606,5.209515014542631
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.8216180619444433,2.1745098033497494,-0.5744691897244197,-0.1550558961788226,-2.486788490320692,-0.0628817956934606,5.204119982655925
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-1.6412814126708657,-0.7740592210083361,-1.4886899538591314,4.913813852383717
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-1.6412814126708657,-0.6244032654373536,-0.0628817956934606,4.880813592280791
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,-0.5744691897244197,-1.0659683095126553,-0.158806959216519,-0.775785874776296,5.041392685158225
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,-0.5744691897244197,-1.1139110681091728,-0.4343639567757885,-0.775785874776296,5.14921911265538
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.2322195119872662,-1.0659683095126553,-0.3203403715788494,-0.775785874776296,5.089905111439398
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,0.5435464242169484,1.1393985859271505,-0.1706844160078668,0.6500222833893747,5.371067862271736
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,-0.5744691897244197,0.9955703101375978,0.7818876186582283,0.6500222833893747,5.448319764933496
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.8216180619444433,-0.9251203987935336,-0.1409529312573586,1.1873413445236678,-1.0329877790597186,-0.0628817956934606,5.216165902285993
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.8216180619444433,-0.9251203987935336,-0.1409529312573586,1.1873413445236678,-1.0329877790597186,-0.0628817956934606,5.239882319061294
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.8216180619444433,0.6246947022781079,1.022695973048963,1.1393985859271505,1.6133095940525757,-0.0628817956934606,5.346352974450639
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,4.525051008559168,0.7079137585584927,-0.7550552901421796,-0.0628817956934606,5.236789099409293
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,2.351765554928243,0.7558565171550102,-0.6909170234689014,-0.0628817956934606,5.2552725051033065
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,0.6690379727205714,0.7079137585584927,-0.8453239617564231,0.6500222833893747,5.193124598354461
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,1.992403393304232,1.1393985859271505,1.5372938705879498,1.36292636247221,5.503450193442012
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0874356702205863,2.1745098033497494,-0.5744691897244197,-0.1550558961788226,0.4255639149177937,1.36292636247221,5.325310371711061
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-0.1550558961788226,1.6465664730683496,0.6500222833893747,5.383096929949094
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,0.6246947022781079,-0.5744691897244197,0.4202572069793875,0.5562159396226197,-1.4886899538591314,5.176091259055681
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-0.7783117579335502,-0.7598062728587188,-0.0628817956934606,5.187520720836463
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,2.682606910074158,-0.6824262407405153,0.9386700483040196,-0.0628817956934606,5.267171728403014
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,-0.5744691897244197,-0.7783117579335502,1.050318142142689,-0.0628817956934606,5.2689288224326125
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,2.1745098033497494,-0.5744691897244197,-0.4906552063544452,-0.7004189889019796,0.6500222833893747,5.313867220369153
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,-0.5744691897244197,-0.5865407235474802,-0.7693082382917971,-0.0628817956934606,5.209515014542631
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,0.885796101954102,0.6120282413654576,-0.2728305444134581,-0.0628817956934606,5.409764104266346
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,0.1556634561148411,-0.7303689993370327,0.5728443791305067,-0.775785874776296,5.212187604403958
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,1.4790288766985014,-0.3468269305648926,0.7201248433432197,-0.0628817956934606,5.225050696138049
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,-0.5744691897244197,0.7079137585584927,1.4327722508240888,0.6500222833893747,5.32888903983956
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-0.8262545165300678,-0.4343639567757885,-0.775785874776296,5.113943352306837
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-0.8262545165300678,1.2379819594459849,-0.775785874776296,5.155336037465061
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-0.9221400337231028,-0.289458983921345,-0.775785874776296,5.070037866607756
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.8216180619444433,0.6246947022781079,0.8629794567716251,-0.4906552063544452,0.2806589420633503,0.6500222833893747,5.226599905207357
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,2.328948909745766,-0.6344834821439977,0.4398168630674111,-0.0628817956934606,5.236789099409293
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,0.6246947022781079,-0.5744691897244197,-1.1618538267056904,-0.3630992160277015,-1.4886899538591314,5.150756439860309
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-1.209796585302208,-0.4343639567757885,-0.0628817956934606,5.105510184769974
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.0874356702205863,0.6246947022781079,-0.1751778990310739,-1.3536248610917605,0.0027264531458112,-0.775785874776296,5.249504090935526
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0874356702205863,-0.9251203987935336,-0.0325738666405933,-1.2577393438987254,1.2759898211782976,-0.775785874776296,5.041392685158225
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,0.6633338114249522,0.5161427241724226,0.6322316630872458,-0.775785874776296,5.184691430817598
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,0.5663630693994254,-0.8741972751265853,0.2545285371223851,-0.775785874776296,5.187520720836463
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,-0.5744691897244197,-0.9221400337231028,-0.7194229197681362,-0.775785874776296,5.249198357391113
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,0.178480101297318,-1.209796585302208,-0.0139019863620756,-0.775785874776296,5.095169351431755
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,-0.0610946731186894,-1.1139110681091728,0.3828050704689416,-0.0628817956934606,5.241795431295198
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-1.6412814126708657,-1.4890821198474748,-1.4886899538591314,4.9164539485499255
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,0.6246947022781079,0.3439007788702756,-1.6412814126708657,-0.802565117307571,-0.775785874776296,5.041392685158225
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,-0.5744691897244197,-0.8262545165300678,1.504036991572176,-0.0628817956934606,5.243038048686294
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0874356702205863,2.1745098033497494,0.7831211986329559,-1.4974531368813129,0.8769072729890108,-0.0628817956934606,5.222716471147583
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-1.3536248610917605,0.0074774358623504,-0.775785874776296,5.110252917353403
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,-0.5744691897244197,1.0914558273306327,0.1571333914333329,-0.775785874776296,5.167317334748176
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-0.8262545165300678,1.2759898211782976,-0.775785874776296,5.093421685162235
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,2.1745098033497494,0.834458650293529,-1.0180255509161378,0.8246464631070805,-0.0628817956934606,5.201397124320452
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,2.1745098033497494,0.6234046823556176,1.1393985859271505,1.2237290112963672,-0.0628817956934606,5.408239965311849
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,3.7243249044213904,0.4294631983045639,0.276428931189835,-0.6624111271696667,0.6500222833893747,5.311753861055754
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,2.7111277165522543,-0.7783117579335502,-0.3583482333111624,-0.0628817956934606,5.28668096935493
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.0874356702205863,2.1745098033497494,0.6576296501293329,-0.7783117579335502,0.8198954803905414,-0.0628817956934606,5.041392685158225
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,-0.5744691897244197,1.0914558273306327,-0.7883121691579535,-1.4886899538591314,5.020775488193558
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,2.1745098033497494,-0.5744691897244197,-1.305682102495243,1.0241877372017238,-0.0628817956934606,5.194514341882467
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,-0.5744691897244197,0.6599709999619752,-0.1398030283503625,-0.0628817956934606,5.174641192660449
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,0.4693923273738985,0.1805434139968,0.4588207939335676,-0.0628817956934606,5.143014800254095
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-1.3536248610917605,0.3685521223193241,-0.775785874776296,5.079181246047625
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-1.401567619688278,0.7961405668078457,-0.775785874776296,5.184691430817598
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.0874356702205863,0.6246947022781079,1.7014911672276511,-1.0659683095126553,0.7486307396424544,-0.0628817956934606,5.2455126678141495
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,3.133235652428077,0.276428931189835,0.5942238013549328,-0.775785874776296,5.184691430817598
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,3.1731647814974115,-1.2577393438987254,1.945878384210315,-0.775785874776296,5.130333768495007
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,-0.1181362860748817,-1.4495103782847956,0.0359833321615851,-0.0628817956934606,5.117271295655764
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,-0.5744691897244197,-1.4974531368813129,-1.042489744492797,-0.775785874776296,5.089905111439398
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,-0.5744691897244197,-1.401567619688278,-0.0994196752597799,-1.4886899538591314,5.060697840353612
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.0874356702205863,2.1745098033497494,-0.1751778990310739,0.7558565171550102,-0.0922932011849712,-0.775785874776296,5.217220655644518
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,-0.5744691897244197,-1.6412814126708657,-0.6030238432129276,-0.775785874776296,5.05307844348342
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,-0.5744691897244197,0.9955703101375978,-0.0376568999447712,-0.775785874776296,5.162862993321926
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,0.2241133916622718,-1.4974531368813129,-2.486788490320692,-0.775785874776296,5.012415374762433
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1.0874356702205863,0.6246947022781079,-0.5744691897244197,0.7079137585584927,-0.8263200308902665,0.6500222833893747,5.183269843682805
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-1.6412814126708657,0.363801139602785,-0.775785874776296,5.113609151073028
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,0.6246947022781079,-0.5744691897244197,0.8517420343480452,-0.1778108900826755,-0.0628817956934606,5.12057393120585
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,0.1326006554002824,-0.9189641938627796,-0.775785874776296,5.130333768495007
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,1.0435130687341152,-0.8809563321304665,-0.775785874776296,5.173186268412274
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,0.8996847929445627,-1.5247144902215184,-1.4886899538591314,5.056904851336473
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,1.0435130687341152,-0.6624111271696667,-0.775785874776296,5.039414119176137
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-1.6412814126708657,0.0169794012954286,-0.775785874776296,5.096910013008056
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,-0.5744691897244197,-1.6412814126708657,0.6322316630872458,-1.4886899538591314,5.15503222879097
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,1.1393985859271505,-1.156513329689736,0.6500222833893747,5.194514341882467
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,-0.5744691897244197,-1.6412814126708657,-1.4985840852805532,-2.914498112024802,4.770852011642144
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-1.6412814126708657,-0.491375749374258,-1.4886899538591314,5.021189299069938
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,0.6599709999619752,-0.9902289346108664,-2.2015940329419665,4.894869656745253
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,2.1635282321728084,-0.7303689993370327,0.4778247247997241,-0.0628817956934606,5.278753600952829
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,1.108258392483252,-1.0180255509161378,0.7913895840913066,-0.0628817956934606,5.187520720836463
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,-0.5744691897244197,-0.8262545165300678,-0.0162774777203452,-0.0628817956934606,5.212187604403958
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,1.5246621670634553,-0.7303689993370327,0.4778247247997241,-0.775785874776296,5.301029995663981
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,-0.5744691897244197,1.0914558273306327,-0.2276962086063364,-0.0628817956934606,5.156851901070011
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,0.2412258755491295,-1.305682102495243,0.1381294605671764,-0.0628817956934606,5.130333768495007
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,-0.5744691897244197,0.7558565171550102,-0.1303010629172843,-0.775785874776296,5.184691430817598
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.0874356702205863,2.1745098033497494,-0.4033443508558429,-1.1618538267056904,1.0241877372017238,-0.0628817956934606,5.19728055812562
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-1.6412814126708657,-2.486788490320692,-2.2015940329419665,4.968015713993641
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-1.6412814126708657,-0.5982728604963884,-0.0628817956934606,5.108903127667313
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-1.2577393438987254,-0.0139019863620756,-0.775785874776296,5.107209969647869
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,-0.5744691897244197,-1.5453958954778304,-0.7479288160673709,-0.775785874776296,5.075181854618692
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,-0.5744691897244197,-1.209796585302208,0.2402755889727677,-0.775785874776296,5.122215878272827
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,0.4681999655759051,-0.4343639567757885,-0.0628817956934606,5.130333768495007
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,1.821278554435655,-0.9700827923196204,-0.6339052308704318,-0.0628817956934606,5.160618572399474
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,0.1328468109323642,-0.2988841719683751,-0.251451122189032,-0.775785874776296,5.161368002234975
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,-0.5744691897244197,-1.0180255509161378,-0.0044000209289973,-0.0628817956934606,5.103803720955957
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-1.0659683095126553,-0.3630992160277015,-0.775785874776296,5.039414119176137
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,0.9476275515410802,-0.5436365592561885,-0.0628817956934606,5.060697840353612
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-0.1550558961788226,-1.4415722926820838,-0.775785874776296,5.041392685158225
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,-0.5744691897244197,-1.6412814126708657,-0.1778108900826755,-0.0628817956934606,5.014940349792936
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-1.6412814126708657,-0.8809563321304665,-0.775785874776296,4.8228216453031045
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,0.8996847929445627,-1.9166705643359965,-0.775785874776296,5.113943352306837
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,0.8517420343480452,-1.2895408457528317,-0.775785874776296,5.110589710299249
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,-0.5744691897244197,-1.6412814126708657,-0.8476994531146926,-0.775785874776296,5.176091259055681
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-0.9221400337231028,-0.1255500802007451,-0.775785874776296,5.031408464251625
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,1.4790288766985014,-1.5453958954778304,-0.2063167863819103,-0.775785874776296,5.095169351431755
