,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAe,Condition 2_RRAn,Condition 2_RRNn,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Exter Qual_Fa,Exter Qual_Gd,Exter Qual_TA,Bsmt Qual_Fa,Bsmt Qual_Gd,Bsmt Qual_None,Bsmt Qual_Po,Bsmt Qual_TA,Central Air_Y,Kitchen Qual_Fa,Kitchen Qual_Gd,Kitchen Qual_Po,Kitchen Qual_TA,Garage Finish_None,Garage Finish_RFn,Garage Finish_Unf,Garage Qual_Fa,Garage Qual_Gd,Garage Qual_None,Garage Qual_Po,Garage Qual_TA,Mas Vnr Area,Garage Yr Blt,Year Remod/Add,Full Bath,Year Built,1st Flr SF,Total Bsmt SF,Garage Area,Garage Cars,Gr Liv Area,Overall Qual,SalePrice
844,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.5695147609970919,0.8643478203243636,0.7140814270900628,0.794068598264912,0.9225516007648422,0.7021544636938485,0.8631227996905082,0.8998577343541218,0.30946500799071514,-0.13227500607833934,0.6474387253624502,12.165250651009918
845,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.1002583157006568,0.8234543292644113,0.6661335531287722,0.794068598264912,0.8894543010661305,-0.593132625628866,-0.27972835342865915,0.09145974318898284,0.30946500799071514,0.5435689898859031,-0.06181207453460391,12.206072645530174
846,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,-0.039277741944707505,0.9870282935042206,0.8579250489739348,0.794068598264912,1.021843499860977,-0.8429195991165467,-0.5001191324595919,0.09610570865544917,0.30946500799071514,0.32159090323489087,0.6474387253624502,12.180754837545884
847,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.04444389264251108,0.9870282935042206,0.8579250489739348,0.794068598264912,1.021843499860977,1.0678219918923086,1.1857567236326985,0.33304994744523125,0.30946500799071514,0.14916149663990821,0.6474387253624502,12.332705296463539
848,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,-0.5695147609970919,0.9461348024442683,0.8099771750126442,0.794068598264912,0.9887462001622653,-0.5519306506205889,-0.2433752352379898,0.6954352538296039,0.30946500799071514,0.6783413996383033,0.6474387253624502,12.345834587905333
849,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,-0.5695147609970919,0.9461348024442683,0.8579250489739348,0.794068598264912,0.9887462001622653,0.6995793402558312,0.8222255417260051,0.6164538408996765,0.30946500799071514,-0.13425695328058052,0.6474387253624502,12.139398512262181
850,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,-0.18997668420170094,0.9870282935042206,0.8099771750126442,0.794068598264912,1.021843499860977,0.7356310683880737,0.8631227996905082,0.4863668078386197,0.30946500799071514,-0.106509692449204,0.6474387253624502,12.220961258023925
851,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.4351448540495311,0.9461348024442683,0.8099771750126442,0.794068598264912,0.9887462001622653,0.8592369934129054,1.001719062792435,0.6303917372990755,0.30946500799071514,-0.011376226741627351,0.6474387253624502,12.211060187041213
852,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0.18956139259368995,0.0,-0.2928239260970406,0.794068598264912,0.22750830709189884,-0.30471880057092565,-0.025256526093973775,-2.1943552663124444,-2.3173680861526935,-0.9072163621546407,-0.771062874431658,11.728036844587175
853,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,-0.14532514575518438,0.005584508065365041,-0.2928239260970406,-1.0196065714935767,0.22750830709189884,-0.6472102178272299,-0.3274418210539126,-0.6007891113144982,-1.0039515390809892,-1.1708153400527177,-0.771062874431658,11.84939770159144
854,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,-0.34625706876450896,0.04647799912531735,-0.24487605213574995,-1.0196065714935767,0.26060560679061046,-0.6291843537611086,-0.3115373318454948,-0.1315465992014003,0.30946500799071514,-1.1569417096370294,-0.771062874431658,11.812289042195847
855,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,-0.5695147609970919,-0.035308982994587276,1.1456122927416788,0.794068598264912,0.19441100739318726,-0.30471880057092565,-0.025256526093973775,0.054292019457252316,0.30946500799071514,-0.9072163621546407,-0.771062874431658,11.921718363171067
856,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,-0.06718495347378037,0.005584508065365041,1.0017686708578066,-1.0196065714935767,0.22750830709189884,-0.7579405256619749,-0.4251408261913365,-0.6333108695797625,-1.0039515390809892,-1.2560390697490884,-0.771062874431658,11.824079893607152
857,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,-0.5695147609970919,0.005584508065365041,0.23460268747715646,-1.0196065714935767,0.19441100739318726,0.2824093432970245,0.4927754081230643,-1.023571968762933,-1.0039515390809892,-0.45533240004365166,-0.771062874431658,11.874090314181814
858,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,-0.5695147609970919,-0.23977643829434883,-0.5805111698647845,-1.0196065714935767,0.02892450889962932,-0.7579405256619749,-0.4251408261913365,-0.6240189386468298,-1.0039515390809892,-1.2560390697490884,-0.771062874431658,11.801856756822442
859,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,-0.5695147609970919,0.29183894548503125,-0.5805111698647845,-1.0196065714935767,0.02892450889962932,-0.6806868225214552,-0.3569787295838315,0.593224013567345,0.30946500799071514,-1.196580653681853,-0.771062874431658,11.719939634354555
860,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.5695147609970919,-0.1579894561744442,0.9058729229352255,-1.0196065714935767,0.02892450889962932,-1.005152375711638,-0.6432595353353525,-0.35455294159178347,-1.0039515390809892,-1.4463060011642417,-0.771062874431658,11.804848531679264
861,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,-0.5695147609970919,0.4145194186648882,1.0976644187803881,-1.0196065714935767,0.02892450889962932,-1.005152375711638,-0.6432595353353525,-0.35455294159178347,0.30946500799071514,-1.4463060011642417,-0.771062874431658,11.79810440720389
862,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,-0.5695147609970919,0.9870282935042206,0.8579250489739348,0.794068598264912,1.021843499860977,1.165676682536967,1.1766684440850312,3.52482822290759,1.6228815550624196,0.22447549032507305,0.6474387253624502,12.429216196844383
863,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.5356108155541934,1.0279217845641728,0.9058729229352255,0.794068598264912,1.0549407995596884,-0.23261534430644057,0.03836143073969757,0.4538450495733555,0.30946500799071514,1.360131237209269,1.3566895252595044,12.448037951084972
864,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-0.5695147609970919,0.9461348024442683,0.8099771750126442,0.794068598264912,0.9887462001622653,1.6214735310660335,1.5947293032777285,0.2308387071829723,0.30946500799071514,0.575280145121762,1.3566895252595044,12.373703486914124
865,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.03328100803088194,0.9461348024442683,0.8099771750126442,0.794068598264912,0.9887462001622653,0.36223816987556157,0.5632095746174861,0.27265239638116917,0.30946500799071514,0.7417637101100211,1.3566895252595044,12.474189562487116
866,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5690994693890808,0.905241311384316,0.7620293010513535,0.794068598264912,0.9556489004635538,0.8180350184046281,0.8835714286727596,1.2250753170067639,1.6228815550624196,1.2986908739397927,2.0659403251565585,12.65395846952229
868,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,-0.5695147609970919,0.9461348024442683,0.8099771750126442,0.794068598264912,0.9887462001622653,-0.5519306506205889,-0.2433752352379898,0.6303917372990755,0.30946500799071514,0.7377998157055387,0.6474387253624502,12.259613412458204
869,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.8816602385146969,0.8643478203243636,0.7620293010513535,0.794068598264912,0.9225516007648422,0.9133145856112692,0.93355696618493,0.226192741716506,0.30946500799071514,0.03024466450543743,1.3566895252595044,12.301382825334498
870,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.5244479309425643,0.7416673471445067,0.5702378052061909,0.794068598264912,0.8232597016687074,0.8901384746691132,1.028983901435437,0.026416226658454424,0.30946500799071514,0.012407139685266808,0.6474387253624502,12.220961258023925
871,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.345841777156498,0.9870282935042206,0.9058729229352255,0.794068598264912,1.021843499860977,1.7244784685867267,1.75150212547499,0.23548467264943862,0.30946500799071514,0.6545580332114092,1.3566895252595044,12.540757571577291
872,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.5970066809181537,0.782560838204459,0.6661335531287722,0.794068598264912,0.856357001367419,0.6661027355616059,0.8313138212736725,0.17973308705184285,0.30946500799071514,-0.16002226690971585,0.6474387253624502,12.254862809699606
873,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2.628651680234658,0.8234543292644113,0.6661335531287722,0.794068598264912,0.856357001367419,-0.26094170212463114,0.013368661983612399,0.8022924595583292,0.30946500799071514,1.0628391568730922,0.6474387253624502,12.299107511497363
874,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,-0.5695147609970919,0.7416673471445067,0.5702378052061909,0.794068598264912,0.8232597016687074,-0.6420599709511953,-0.38878770800066714,0.18437905251830916,0.30946500799071514,0.43257994656039694,0.6474387253624502,12.160028707028767
875,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,-0.5695147609970919,0.9461348024442683,0.8099771750126442,0.794068598264912,0.9887462001622653,0.13820243076805427,0.3655394944557216,0.46778294597275444,0.30946500799071514,-0.5663214433691578,0.6474387253624502,12.089538829274222
876,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.3849118732972,0.905241311384316,0.8099771750126442,0.794068598264912,0.9556489004635538,1.2146040278592962,1.315264707186958,-0.0990248409361361,0.30946500799071514,0.26213248716765547,0.6474387253624502,12.269047444691562
877,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.3793304309913854,1.0279217845641728,0.9538207968965161,-1.0196065714935767,1.0549407995596884,-0.7991425006702522,-0.4614939443820058,-0.2430497703965919,0.30946500799071514,-1.2877502249849473,-0.06181207453460391,11.877568578558138
878,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.3793304309913854,1.0279217845641728,0.9058729229352255,-1.0196065714935767,1.0549407995596884,-0.7991425006702522,-0.4614939443820058,-0.2430497703965919,0.30946500799071514,-1.2877502249849473,-0.06181207453460391,11.84939770159144
879,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.4351448540495311,1.1914957488039821,1.0976644187803881,0.794068598264912,1.187329998354535,1.142500571594811,1.1971170730672827,1.5688767615252712,1.6228815550624196,0.20663796550490243,1.3566895252595044,12.588610248994634
880,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,-0.5695147609970919,1.0688152756241251,0.9538207968965161,0.794068598264912,1.0880380992584,-0.7579405256619749,-0.4251408261913365,0.4631369805062881,0.30946500799071514,0.4563633129872911,0.6474387253624502,12.154779351142624
881,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.6025881232239683,1.0688152756241251,0.9538207968965161,0.794068598264912,1.0880380992584,0.8798379809170439,1.0198956218877697,0.4538450495733555,0.30946500799071514,0.004479350876302088,0.6474387253624502,12.154779351142624
882,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.5695147609970919,1.1097087666840775,1.0017686708578066,0.794068598264912,1.1211353989571118,-1.082406078852158,-0.7114216319428576,0.314466085579366,0.30946500799071514,-0.04308738197748623,-0.06181207453460391,12.063932878369052
883,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.5695147609970919,1.1914957488039821,1.0976644187803881,0.794068598264912,1.187329998354535,-1.41717212579441,-1.0067907172420458,-0.15013046106726557,0.30946500799071514,-0.20164315815678063,-0.06181207453460391,12.043553716032399
884,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.5695147609970919,0.9870282935042206,0.9058729229352255,0.794068598264912,-0.7323133841707372,-0.08325818490143569,-2.388209208487481,0.22154677625003968,0.30946500799071514,-0.7367689027618992,-1.4803136743287122,11.589886506106357
885,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.5695147609970919,-0.4033504025341581,0.7140814270900628,-1.0196065714935767,-0.23585388869006338,0.8437862527848013,0.988086643470934,0.035708157591387055,0.30946500799071514,-0.023267909955074433,-0.771062874431658,12.025749091398891
886,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,-0.5695147609970919,-0.8122853131336812,-1.2517814053228533,-1.0196065714935767,-1.0963836808565646,-0.8815464506868065,-0.5342001807633445,-0.8563172119701455,-1.0039515390809892,-1.351172535456665,-1.4803136743287122,11.512925464970229
887,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2.221206391910194,1.0279217845641728,0.9058729229352255,2.607743768023401,1.0549407995596884,-1.708161074290368,-2.388209208487481,0.9277335271529197,0.30946500799071514,0.84086107022208,0.6474387253624502,12.198544379109382
888,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.21188716181694825,-0.035308982994587276,-0.34077180005833124,-1.0196065714935767,0.19441100739318726,-1.1854110163728508,-0.8204809865148656,-0.15013046106726557,0.30946500799071514,-0.14218474208954524,-0.06181207453460391,11.979799201207037
889,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.5695147609970919,-0.4033504025341581,-0.6284590438260751,-1.0196065714935767,-0.36824308748490975,-0.02403034582703721,-0.08433034315381145,0.33304994744523125,-1.0039515390809892,-0.6911841171103521,-1.4803136743287122,11.751942365440728
890,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0.8537530269856239,-0.035308982994587276,-0.3887196740196219,-1.0196065714935767,0.16131370769447567,-0.08583330833945302,-0.022984456207056938,-0.5589754221163014,-1.0039515390809892,-0.7387508499641404,-0.06181207453460391,11.736069016284437
891,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.3281756229798627,1.1914957488039821,1.1456122927416788,0.794068598264912,1.187329998354535,1.3897124216444743,1.4697654594973026,1.373746211933686,1.6228815550624196,0.3969048969200557,2.0659403251565585,12.676076274775909
892,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.12299937653192608,1.1097087666840775,1.0497165448190973,-1.0196065714935767,1.1211353989571118,-0.22231485055437125,-1.1453869803439727,0.24477660358237127,0.30946500799071514,-0.843794051682923,-0.06181207453460391,11.887931365593685
893,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,-0.5695147609970919,0.0,1.1456122927416788,-1.0196065714935767,-0.7985079835681603,-1.1854110163728508,-0.8023044274195309,-2.1943552663124444,-2.3173680861526935,-1.5850423053211242,-0.771062874431658,11.678439903447801
894,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,-0.5695147609970919,-0.7713918220737289,-1.2038335313615627,-1.0196065714935767,-0.4013403871836213,-0.727039044405767,-0.3978759875483345,-0.7076463170432234,-1.0039515390809892,-1.2322557033221941,-1.4803136743287122,11.350406535472453
895,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,-0.5695147609970919,-1.1394332416132997,-1.6353643970131786,-1.0196065714935767,-0.6992160844720255,0.539921687098757,0.0610821296088659,-1.288392000351513,-1.0039515390809892,-0.25713767981953367,-0.771062874431658,11.695247021764184
