MS SubClass,MS Zoning,Street,Lot Shape,Land Contour,Utilities,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Foundation,Heating,Central Air,Electrical,Functional,Garage Type,Garage Finish,Paved Drive,Sale Type,Sale Condition,Lot Frontage,Lot Area,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Garage Qual,Garage Cond,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice
20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Typ,Attchd,Unf,Y,WD ,Normal,0.6032835035057098,-0.0006247045722097707,-0.2158351399420229,-0.06725371171123777,1.2928997395874087,-0.27633131748228773,-1.0196496376128827,1.0825533549118371,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-0.2719651782569356,-0.12873302470862383,-0.19449210115871898,-0.2940229229794508,0.9940668920670059,0.7455432525477886,-2.243943246082269,0.5626054519026088,-0.7831853135907442,-0.10100493596546713,-0.23681259988281655,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,1.2346749066112308,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.2816840808414617,-0.9251433155072492,-0.6096480506204244,-1.0085595332525896,-0.506201533115899,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,3.5664373188156397,-0.06303104887737992,-0.08942227838639759,-0.07960156016794817,0.9188446771217871,5.187520720836463
20,RL,Pave,IR1,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Min1,Attchd,RFn,Y,WD ,Normal,0.32722237877804927,0.17161242365412713,-0.2158351399420229,-0.06725371171123777,-1.4065275076746626,-0.1440570550704111,-0.8278649807654087,-0.5712423411944665,-2.410531517572728,-0.22959174111133185,-0.7004805366053322,-0.39185317404589554,0.1305837121165908,0.9427692890547015,0.9517581467455727,0.060774199210711616,-1.0271277501131808,-0.026368844651478745,-0.156057024735477,-0.30513107407894063,-0.7831853135907442,-0.10100493596546713,-0.9095169652487118,1.0840643982138038,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.2816840808414617,0.6185183669735254,-0.44849811756031105,0.3066990922580224,0.03340076001844957,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,2.07379243820892,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.4480574389864128,0.9188446771217871,5.212187604403958
90,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,Artery,Norm,Duplex,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Typ,Detchd,Unf,Y,WD ,Normal,0.9713650031425904,0.1897626884561656,-0.2158351399420229,-0.776078802768527,-0.5067184252539721,-0.0779199238644728,-0.7319726523416716,1.4917977136093292,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-0.6745140686304619,0.12596834495642892,-0.19449210115871898,-0.2940229229794508,0.42958910911578263,0.4458597324586613,-1.2000001354088732,0.4554144692813586,2.2425714146481983,-0.10100493596546713,2.2442793829666914,1.0840643982138038,3.8301059273999014,0.7840282950218381,3.224552506375206,3.8010781289900337,4.464738816859439,-0.7710782226945262,3.5334208045151576,-0.9251433155072492,-0.3679231510302544,2.9372163432792466,2.303451786307778,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,0.6573101974689811,0.9188446771217871,5.301029995663981
20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Typ,Detchd,Unf,Y,WD ,Normal,-0.36293043304110206,-0.27135557745855954,-0.2158351399420229,-0.06725371171123777,3.0925179044287896,-0.4416741454971335,1.089981587709332,-0.5712423411944665,1.0364462015527445,2.4612234647134725,-0.021933859434834096,0.16415581887343278,0.9356814928636435,0.6639152033007213,-0.19449210115871898,-0.2940229229794508,-0.8040679810437457,-0.2284281877418752,-0.156057024735477,-0.5322738705858757,-0.7831853135907442,-0.10100493596546713,-1.0856072255944904,1.0840643982138038,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,0.7371054839109219,-0.2816840808414617,-0.9251433155072492,0.2766765812101987,0.3066990922580224,0.03340076001844957,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,0.2961009610841139,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,0.7052830286179042,1.0257660762874456,0.9188446771217871,5.156851901070011
20,RL,Pave,IR1,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,Stone,CBlock,GasA,Y,FuseA,Typ,Detchd,Unf,Y,WD ,Normal,0.9253548156879804,0.03884894824900672,-0.2158351399420229,-0.06725371171123777,0.39309065716671826,-0.4747427111001027,-1.3073266228840938,0.23042811488418238,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-0.2719651782569356,0.22697061223739812,-0.19449210115871898,-0.2940229229794508,-0.0005975883752706024,0.12120258569544001,-0.156057024735477,-0.1392402676412915,-0.7831853135907442,-0.10100493596546713,-0.7809117189287613,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.9175348950675649,-0.9251433155072492,-0.8513729502105943,-1.0085595332525896,-0.7666991918704121,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.8165133178048775,0.9188446771217871,5.1303337684950066
20,RL,Pave,IR1,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Typ,Detchd,Unf,Y,WD ,Normal,-0.2709100581318819,-0.18225427752127987,-0.2158351399420229,-0.776078802768527,1.2928997395874087,-0.4747427111001027,0.7543584382262524,-0.5712423411944665,-0.6870426580099918,2.4612234647134725,-0.021933859434834096,0.16415581887343278,0.1305837121165908,0.9164208715031443,-0.19449210115871898,-0.2940229229794508,-0.9725008678920946,-0.13534467013843413,-1.2000001354088732,0.37374514918897744,-0.7831853135907442,-0.10100493596546713,-0.3832247264624526,1.0840643982138038,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,-0.7710782226945262,-0.9175348950675649,-0.9251433155072492,-0.40821063429528276,-1.0085595332525896,1.3172820781656926,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.4480574389864128,0.9188446771217871,5.184691430817598
20,RL,Pave,IR1,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,FuseA,Typ,Attchd,Unf,Y,WD ,Normal,0.24489481669260035,0.9458544886361869,-0.2158351399420229,-0.06725371171123777,-0.5067184252539721,-0.3755370142911952,-1.1634881302484883,-0.40305972803111356,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,0.1305837121165908,1.8166584711813478,-0.19449210115871898,-0.2940229229794508,-0.7995157408586552,0.9680355629169892,0.8878860859379191,0.812717744685526,-0.7831853135907442,-0.10100493596546713,-0.04291545927735264,1.0840643982138038,-0.24939576609842934,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.2816840808414617,2.1621800494542995,-0.7305105004155094,0.3066990922580224,0.11713215033240021,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.11165313223766059,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,2.1311337127428396,0.9188446771217871,5.19728055812562
90,RL,Pave,Reg,Lvl,AllPub,Corner,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,BrkFace,BrkFace,None,Slab,Wall,N,FuseA,Typ,Detchd,Unf,Y,WD ,Normal,-0.4549508079503222,-0.2035776655404579,-0.2158351399420229,-2.1937289848831054,-1.4065275076746626,-0.7062226703208867,-1.6429497723671735,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,0.0,1.234587971675368e-16,0.0,-0.9718823863584536,0.0,-0.2940229229794508,-1.2729487201080683,-2.387511730202179,-2.243943246082269,-0.30513107407894063,-0.7831853135907442,-0.10100493596546713,-0.9095169652487118,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,-0.755202693152744,-1.0322337590172566,4.464738816859439,-0.7710782226945262,-0.2816840808414617,-0.9251433155072492,0.35725154774025536,0.3066990922580224,-0.33873875248799773,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.07960156016794817,0.9188446771217871,4.968015713993641
50,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,N,SBrkr,Typ,Detchd,Unf,Y,COD,Abnorml,-0.4549508079503222,-0.264501631309538,-0.2158351399420229,-0.06725371171123777,-0.5067184252539721,-0.7062226703208867,-1.6429497723671735,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,0.7201648117927612,-0.2719651782569356,0.3916482219346305,-0.19449210115871898,-0.2940229229794508,-0.8769038240051938,-0.5825996205744802,-0.156057024735477,-1.0069767936228409,0.0759801771437703,-0.10100493596546713,-0.7255125358986287,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.9175348950675649,-0.9251433155072492,0.437826514270312,0.3066990922580224,1.9871332006772977,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,3.833922856486584,-0.06303104887737992,-0.08942227838639759,2.1311337127428396,0.9188446771217871,5.108903127667313
20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,SBrkr,Typ,Attchd,RFn,Y,WD ,Normal,0.05116125405038874,-0.3551260303910447,-0.2158351399420229,-0.776078802768527,0.39309065716671826,-0.4416741454971335,-1.2593804586722255,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,1.0964922962315424,-0.02409851495383384,-0.156057024735477,-0.30257890782605373,-0.7831853135907442,-0.10100493596546713,-0.9075384229976357,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.2816840808414617,-0.9251433155072492,-0.8110854669455659,-1.0085595332525896,-0.8318236065590404,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-1.184969196623342,0.9188446771217871,5.107209969647869
20,RL,Pave,Reg,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Typ,Detchd,Unf,Y,WD ,Normal,-0.4549508079503222,-0.37416476969388224,-0.2158351399420229,-0.776078802768527,1.2928997395874087,-0.6400855391149485,-1.5470574439434366,-0.5712423411944665,-0.6870426580099918,2.4612234647134725,0.656612817735664,-0.39185317404589554,0.5331326024901172,0.41140953509829836,1.5248832706977185,0.3091321847438253,-1.2729487201080683,-0.7256303915261092,-1.2000001354088732,-1.091198279968109,-0.7831853135907442,-0.10100493596546713,-1.5189079785801698,1.0840643982138038,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,-0.7710782226945262,-1.5533857092936683,-0.9251433155072492,-1.0528103665357358,-1.0085595332525896,-1.0830177775008922,0.15309288074344182,0.12724251596182745,-0.7420601522255925,0.3033345436005885,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,1.0257660762874456,0.9188446771217871,5.075181854618692
20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Plywood,None,CBlock,GasA,Y,SBrkr,Typ,Attchd,Unf,Y,WD ,Normal,0.005151066595778648,-0.28138264682472064,-0.2158351399420229,-0.776078802768527,-0.5067184252539721,-0.40860557989416435,-1.2114342944603569,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,0.1305837121165908,1.5487828927405165,-0.19449210115871898,-0.2940229229794508,-1.2729487201080683,0.2188267626941709,-1.2000001354088732,-0.029497118767154353,-0.7831853135907442,-0.10100493596546713,-0.6958344021324863,1.0840643982138038,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.2816840808414617,-0.9251433155072492,-0.7707979836805376,-1.0085595332525896,0.926535590033923,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,0.2888543186505165,0.9188446771217871,5.122215878272827
50,RL,Pave,Reg,Lvl,AllPub,Corner,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Typ,Detchd,Unf,Y,COD,Abnorml,-0.4549508079503222,-0.264501631309538,-0.2158351399420229,-0.06725371171123777,1.2928997395874087,-0.772359801526825,0.4666814529550413,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-0.6745140686304619,-0.7083982108428818,-0.19449210115871898,-0.2940229229794508,0.4204846287456016,-0.42594687143698184,-1.2000001354088732,-0.2438790840096548,-0.7831853135907442,9.20732632618668,-0.00928024100905787,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.2816840808414617,-0.9251433155072492,0.6392639305954536,0.3066990922580224,0.47996817502618633,0.15309288074344182,0.12724251596182745,0.6826668130912429,-0.17093708592883902,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,0.6573101974689811,0.9188446771217871,5.1303337684950066
60,RL,Pave,Reg,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Typ,Attchd,Unf,Y,WD ,Normal,0.28121219132343916,-0.3272025460802163,-0.2158351399420229,-0.06725371171123777,-0.5067184252539721,-0.2432627518793186,-0.9717034734010143,1.7833142430924742,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,0.5024249520772308,-0.6166545660391538,-1.2000001354088732,-0.42508288796462546,1.114916708059148,-0.10100493596546713,0.6060463990756287,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,1.2346749066112308,1.3844221849863885,-0.2072914450684739,-0.7710782226945262,0.9900175476107448,-0.9251433155072492,-0.5693605673553961,0.3066990922580224,0.047355991737441344,0.15309288074344182,0.12724251596182745,-0.7420601522255925,0.11066169410425855,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-1.184969196623342,0.9188446771217871,5.160618572399474
90,RL,Pave,IR1,Lvl,AllPub,Inside,NAmes,Norm,Norm,Duplex,SFoyer,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Typ,Attchd,Unf,Y,WD ,Normal,0.23520200386882908,-0.19596216981932288,-0.2158351399420229,-0.776078802768527,1.2928997395874087,0.21969716656224958,-0.300457174434855,0.12391245988072554,-0.6870426580099918,2.4612234647134725,-0.021933859434834096,0.7201648117927612,0.9356814928636435,1.0942726899761552,-0.19449210115871898,-0.2940229229794508,-1.2729487201080683,-0.25113148471832425,-0.156057024735477,-0.5577955331147447,-0.7831853135907442,-0.10100493596546713,-1.1053926481052518,1.0840643982138038,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,0.7371054839109219,-1.5533857092936683,-0.9251433155072492,-0.005335801644999524,0.3066990922580224,0.4241472481502192,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.11165313223766059,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,1.762677833924375,0.9188446771217871,5.161368002234975
20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Typ,Attchd,RFn,Y,WD ,Normal,0.46525294114187954,-0.2807480221812927,-0.2158351399420229,-0.06725371171123777,0.39309065716671826,-0.27633131748228773,-1.0196496376128827,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,0.1305837121165908,0.8417670217737323,-0.19449210115871898,-0.2940229229794508,-0.7744784198406574,-0.015017196163254224,-1.2000001354088732,-0.29237024281450613,-0.7831853135907442,-0.10100493596546713,-0.899624253993331,1.0840643982138038,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.2816840808414617,0.6185183669735254,-0.6096480506204244,-1.0085595332525896,-0.9713759237489581,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.8165133178048775,0.9188446771217871,5.103803720955957
20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,PosN,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,N,SBrkr,Typ,Detchd,Unf,Y,WD ,Normal,-0.4549508079503222,-0.45031972690523236,-0.2158351399420229,-0.776078802768527,-0.5067184252539721,-0.3093998830852569,-1.0675958018247513,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,0.7619026426273899,-0.35783698050763474,-0.156057024735477,-0.6777473470004296,-0.7831853135907442,-0.10100493596546713,-1.1983841339058316,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,-0.7710782226945262,-0.9175348950675649,-0.9251433155072492,-0.6499355338854527,-1.0085595332525896,-0.7666991918704121,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,0.6573101974689811,0.9188446771217871,5.039414119176137
50,RM,Pave,Reg,Bnk,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Typ,Detchd,Unf,N,WD ,Normal,-0.3731772433475873,-0.7866707879220288,-0.2158351399420229,-0.06725371171123777,2.192708822008099,-1.4998682447921465,0.9461430950737265,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-0.2719651782569356,0.055705898152276445,-0.19449210115871898,-0.2940229229794508,-0.47630668771722895,-0.5303820375286474,-1.2000001354088732,-0.8717119822198347,0.164698352817443,-0.10100493596546713,-0.5454651910506979,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.9175348950675649,-0.9251433155072492,-2.100284931426472,-1.0085595332525896,-1.22257009469081,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,1.450041042726532,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,2.1311337127428396,0.9188446771217871,5.060697840353612
50,RM,Pave,Reg,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,SBrkr,Typ,Detchd,Unf,Y,WD ,Normal,-0.4549508079503222,0.037071999247408546,-0.2158351399420229,-0.776078802768527,0.39309065716671826,-2.028965294439653,-0.15661868179924943,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,-0.27145587938815596,-1.388566663238421,-0.156057024735477,-1.2188065926124545,0.4962241671769567,-0.10100493596546713,-0.533593937544241,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,1.2346749066112308,-1.0322337590172566,-0.2072914450684739,-0.7710782226945262,-0.9175348950675649,-0.9251433155072492,-0.4887856008253394,0.3066990922580224,-0.15266899623477406,0.15309288074344182,0.12724251596182745,-0.15633906648422685,-0.704492669149445,1.6371664613712484,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.4480574389864128,0.9188446771217871,5.041392685158225
90,RM,Pave,Reg,Lvl,AllPub,Inside,OldTown,Norm,Norm,Duplex,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,N,FuseA,Typ,Detchd,Unf,N,WD ,Normal,-0.5929813703141524,0.020190983732225935,-0.2158351399420229,-0.06725371171123777,-0.5067184252539721,-2.028965294439653,-1.6429497723671735,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,0.16415581887343278,-0.6745140686304619,0.41799663948618765,-0.19449210115871898,-0.2940229229794508,-0.5013440087352268,-0.18075126409133221,-0.156057024735477,-0.47867837927525053,1.4861322325884627,-0.10100493596546713,0.8790852297241392,1.0840643982138038,-0.24939576609842934,0.7840282950218381,-0.755202693152744,1.3844221849863885,4.464738816859439,-0.7710782226945262,3.5334208045151576,-0.9251433155072492,-2.342009831016642,0.3066990922580224,-0.6922712893691226,-3.9259491629110714,0.12724251596182745,-0.7420601522255925,-0.2895049933111959,2.2765116417406963,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.07960156016794817,0.9188446771217871,5.014940349792936
50,RM,Pave,Reg,Lvl,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Typ,Detchd,Unf,Y,WD ,Abnorml,-0.8230323075872029,-0.5620136641485459,-0.2158351399420229,-0.776078802768527,0.39309065716671826,-1.003839760747609,-1.6429497723671735,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,0.2657084624525243,-0.8527688545942238,0.8878860859379191,-1.234119590129776,0.2790981056598104,-0.10100493596546713,-0.729469620400781,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,1.2346749066112308,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.9175348950675649,-0.9251433155072492,-1.4959726824510475,-1.0085595332525896,-1.2690875337541159,0.15309288074344182,0.12724251596182745,-0.5362662572353829,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,0.6573101974689811,0.9188446771217871,4.8228216453031045
50,RM,Pave,Reg,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Typ,Detchd,Unf,N,WD ,Normal,0.9253548156879804,0.6996201269861548,-0.2158351399420229,-0.776078802768527,2.192708822008099,-2.028965294439653,0.898196930861858,-0.5712423411944665,-0.6870426580099918,2.4612234647134725,-0.021933859434834096,-0.39185317404589554,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,-0.726679897897207,-1.842632602767402,-1.2000001354088732,-0.89212931224293,0.3748203478340362,-0.10100493596546713,-0.3832247264624526,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,1.2346749066112308,0.17609421298456596,-0.2072914450684739,0.7371054839109219,-0.2816840808414617,-0.9251433155072492,-0.7707979836805376,0.3066990922580224,-0.0038131912321951586,-3.9259491629110714,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,0.2888543186505165,0.9188446771217871,5.113943352306837
70,RM,Pave,Reg,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Typ,None,None,N,WD ,Normal,0.9253548156879804,-0.031467462242806575,-0.2158351399420229,-0.776078802768527,2.192708822008099,-2.028965294439653,0.8502507666499894,-0.5712423411944665,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,-0.12578419346525965,-1.2432655625891473,0.8878860859379191,-1.0095289598757278,0.8510968698716476,-0.10100493596546713,-0.0706150507924189,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,0.35416673338464155,-0.9251433155072492,-9.160313144327193e-15,-2.323818158763202,-2.1994363150202343,3.622917116223435e-15,0.0,-0.7420601522255925,-0.704492669149445,2.385668135950114,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-1.184969196623342,0.9188446771217871,5.110589710299249
