,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAe,Condition 2_RRAn,Condition 2_RRNn,Street_Pave,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Gr Liv Area,Garage Cars,Overall Qual,Year Built,Mas Vnr Area,SalePrice
738,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.17859871139507,-1.0085595332525896,-0.06725371171123777,-1.4998682447921465,-0.5712423411944665,5.075546961392531
739,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.3931174377178334,0.3066990922580224,-0.776078802768527,-1.5660053759980848,-0.5712423411944665,5.0
740,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.07777561803829328,0.3066990922580224,-0.776078802768527,-1.169182588762455,-0.5712423411944665,5.150756439860309
741,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.14504605457488282,-1.0085595332525896,-1.4849038938258163,-1.2022511543654242,-0.5712423411944665,5.123851640967086
742,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.3843671055069908,-2.323818158763202,-2.9025540759403947,-1.169182588762455,-0.5712423411944665,4.778151250383644
743,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.2359764366762787,-1.0085595332525896,-0.776078802768527,-1.3345254167773006,-0.5712423411944665,5.021189299069938
744,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.9985513665471392,-1.0085595332525896,-0.776078802768527,-1.5329368103951155,-0.5712423411944665,5.060697840353612
745,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.16285293483456828,-1.0085595332525896,-0.776078802768527,-1.1030454575565165,-0.5712423411944665,5.176091259055681
746,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.8462036132142746,4.252474968789858,-0.776078802768527,-1.5329368103951155,-0.5712423411944665,5.102090525511836
747,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.25500825742861,0.3066990922580224,-0.06725371171123777,-1.830553900821838,-0.5712423411944665,5.331427296520743
750,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.6456172440971519,-1.0085595332525896,0.6415713793460515,-1.8636224664248071,-0.5712423411944665,5.190331698170292
751,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.8790852297241392,-1.0085595332525896,0.6415713793460515,-1.8636224664248071,-0.5712423411944665,5.255031163345551
752,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.4429697712808454,-2.323818158763202,-0.06725371171123777,-1.9628281632337146,-0.5712423411944665,5.017033339298781
753,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.243137003922153,-2.323818158763202,-0.776078802768527,-1.632142507204023,-0.5712423411944665,4.795880017344075
754,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.8513856382090729,-1.0085595332525896,-0.06725371171123777,-1.4667996791891773,-0.5712423411944665,5.173186268412274
755,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.5771218670679166,0.3066990922580224,-1.4849038938258163,-1.5329368103951155,-0.5712423411944665,5.012837224705172
758,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.32905048392496594,-1.0085595332525896,-0.06725371171123777,-1.4667996791891773,-0.5712423411944665,5.1303337684950066
759,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.2023412184079838,-2.323818158763202,-1.4849038938258163,-1.599073941601054,-0.5712423411944665,4.845098040014257
760,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.19130612810806483,-1.0085595332525896,-0.06725371171123777,-1.8636224664248071,-0.5712423411944665,5.064457989226918
762,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.5929502050765258,-2.323818158763202,-0.776078802768527,0.5173142569889719,-0.5712423411944665,5.252853030979893
763,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.5929502050765258,-2.323818158763202,-0.776078802768527,0.5173142569889719,-0.5712423411944665,5.252853030979893
764,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.6879202331281816,-1.0085595332525896,-0.776078802768527,0.21969716656224958,-0.5712423411944665,5.203848463746235
765,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.17859871139507,-2.323818158763202,-3.611379166997684,-1.632142507204023,-0.5712423411944665,4.785329835010767
766,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.25857656464465434,-1.0085595332525896,-0.06725371171123777,-1.5329368103951155,-0.5712423411944665,5.015359755409214
767,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.7670619231712281,-1.0085595332525896,-0.776078802768527,-1.2353197199683932,-0.5712423411944665,4.799340549453582
768,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.0706150507924189,0.3066990922580224,-0.776078802768527,-0.27633131748228773,-0.5712423411944665,5.243038048686294
769,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.7492550429115427,0.3066990922580224,-0.776078802768527,-0.27633131748228773,-0.5712423411944665,5.143014800254095
770,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.3626857021932607,0.3066990922580224,-0.06725371171123777,0.21969716656224958,-0.055482327493517565,5.236789099409293
775,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.2656545704424211,0.3066990922580224,-0.776078802768527,0.3519714289741262,-0.5712423411944665,5.136720567156407
776,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.8066327681927514,-1.0085595332525896,-0.776078802768527,-0.3093998830852569,0.07906376303716477,5.143014800254095
778,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.7156198246432479,0.3066990922580224,-0.06725371171123777,-0.3755370142911952,-0.2685136375004313,5.1702617153949575
779,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.1303600956108117,-1.0085595332525896,-0.776078802768527,-0.5078112767030718,1.480585539398439,5.217483944213907
780,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.6613630206576535,-2.323818158763202,-2.9025540759403947,-0.8054283671297943,-0.5712423411944665,4.8055008581584
781,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.5704326385562578,-1.0085595332525896,-1.4849038938258163,-0.4747427111001027,-0.5712423411944665,5.208172526667122
782,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-0.05280817053273345,-1.0085595332525896,-0.776078802768527,-0.11098848946744196,-0.5712423411944665,5.155336037465061
784,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.2636760281913448,0.3066990922580224,-1.4849038938258163,-1.0369083263505783,-0.5712423411944665,4.9164539485499255
785,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.7267374763912746,-1.0085595332525896,-0.776078802768527,-0.540879842306041,-0.5712423411944665,5.278753600952829
786,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.46161281474706883,0.3066990922580224,-2.1937289848831054,-0.540879842306041,-0.5712423411944665,5.144885418287142
787,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.23087697312958808,0.3066990922580224,-1.4849038938258163,-0.5739484079090101,-0.5712423411944665,5.086359830674748
789,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.8442250709631984,-1.0085595332525896,-0.776078802768527,-0.5078112767030718,-0.5712423411944665,5.084576277934331
792,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.6376205136447397,-1.0085595332525896,-1.4849038938258163,-1.003839760747609,-0.5712423411944665,5.05307844348342
793,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.8125683949459799,-1.0085595332525896,-0.776078802768527,-0.5739484079090101,-0.5712423411944665,5.096910013008056
794,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.2953327042085636,-1.0085595332525896,-1.4849038938258163,-0.4747427111001027,-0.5712423411944665,4.924279286061882
795,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.8917100849890264,-1.0085595332525896,-0.776078802768527,0.41810856018006454,0.264064637516853,5.144574207609616
798,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.020397892757084566,-1.0085595332525896,-1.4849038938258163,-1.0369083263505783,-0.5712423411944665,5.033423755486949
799,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.8679675779761125,0.3066990922580224,0.6415713793460515,0.6165199537978795,-0.5712423411944665,5.209515014542631
800,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.31991137442801537,0.3066990922580224,-0.06725371171123777,0.38503999457709537,-0.010633630649956788,5.194514341882467
801,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.2510511729264577,0.3066990922580224,1.3503964704033409,0.38503999457709537,-0.5712423411944665,5.500510910526337
802,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.3776778769953322,1.6219577177686344,0.6415713793460515,0.6165199537978795,0.7405820414796862,5.4344092075875
803,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.5447115892922676,0.3066990922580224,0.6415713793460515,0.715725650606787,0.1967915922515118,5.328379603438738
805,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.0294544408059274,0.3066990922580224,1.3503964704033409,0.7818627818127252,-0.5712423411944665,5.379305517750582
806,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.0215402718016229,0.3066990922580224,-0.776078802768527,-3.0210222625287275,-0.5712423411944665,5.117271295655764
807,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.06986144903398864,0.3066990922580224,-0.776078802768527,0.25276573216521875,-0.5712423411944665,5.075415558310823
809,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.4409912290297693,0.3066990922580224,-0.776078802768527,0.25276573216521875,-0.5712423411944665,5.170211827352736
810,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.06986144903398864,0.3066990922580224,-0.776078802768527,0.25276573216521875,-0.5712423411944665,5.075028418196534
811,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.06986144903398864,0.3066990922580224,-0.776078802768527,0.25276573216521875,-0.5712423411944665,5.075028418196534
814,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.026333519510313055,0.3066990922580224,-0.776078802768527,0.25276573216521875,-0.5712423411944665,5.055844488912583
815,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2.546996347381344,2.9372163432792466,0.6415713793460515,0.947205609827571,-0.4423023377692293,5.430558769522757
817,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2.546996347381344,2.9372163432792466,0.6415713793460515,0.947205609827571,-0.4423023377692293,5.430558769522757
818,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.3567500754400322,1.6219577177686344,2.05922156146063,1.2448227002542933,0.7854307383232471,5.509554655554138
819,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.43193468098092636,1.6219577177686344,1.3503964704033409,1.178685569048355,1.312402926235086,5.472756449317212
820,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.2578229628862241,1.6219577177686344,1.3503964704033409,1.2117541346513243,0.9424011772757097,5.470547197239672
821,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.43589176548307873,1.6219577177686344,2.05922156146063,1.2117541346513243,1.469373365187549,5.521138083704036
822,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.06270088178811425,1.6219577177686344,1.3503964704033409,1.2117541346513243,-0.5712423411944665,5.380030247967831
823,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.5308617935347345,0.3066990922580224,1.3503964704033409,1.178685569048355,-0.5712423411944665,5.326335860928752
824,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.6693597511100658,0.3066990922580224,1.3503964704033409,1.178685569048355,1.4021003199222077,5.435366506612661
826,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.20638086435824385,0.3066990922580224,0.6415713793460515,1.1456170034453859,0.437853337785651,5.342422680822207
827,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.4148814024796712,0.3066990922580224,0.6415713793460515,1.178685569048355,-0.5712423411944665,5.301029995663981
828,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.48610892351841306,1.6219577177686344,1.3503964704033409,1.2117541346513243,0.2136098535678471,5.345961541813141
830,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-0.0033446142558293834,1.6219577177686344,1.3503964704033409,1.1125484378424169,-0.14517972118063913,5.3747483460101035
831,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.15371382533761774,0.3066990922580224,-0.06725371171123777,1.1125484378424169,-0.5712423411944665,5.238046103128795
832,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.2855225544012904,0.3066990922580224,0.6415713793460515,0.5834513881949103,0.2416402890950726,5.439332693830263
833,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.513054913275049,0.3066990922580224,0.6415713793460515,0.6826570850038177,-0.5712423411944665,5.368286884902131
834,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.2391799194200006,0.3066990922580224,-0.776078802768527,-0.1440570550704111,-0.5712423411944665,5.267171728403014
835,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.9095169652487118,0.3066990922580224,-0.776078802768527,0.8149313474156944,-0.5712423411944665,5.181843587944773
837,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.5229476245304299,0.3066990922580224,-0.06725371171123777,0.8479999130186635,-0.5712423411944665,5.364550995353972
838,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.3191577726695851,0.3066990922580224,0.6415713793460515,0.8149313474156944,-0.5712423411944665,5.326335860928752
841,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.0084440778025199,0.3066990922580224,-0.776078802768527,0.7487942162097561,-0.5712423411944665,5.139879086401237
842,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.5526257582965723,0.3066990922580224,0.6415713793460515,0.8810684786216327,-0.5712423411944665,5.296445794206396
843,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.0025910124973991043,0.3066990922580224,0.6415713793460515,0.9141370442246018,0.4546715991019863,5.309630167425898
844,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.13590694507793227,0.3066990922580224,0.6415713793460515,0.9141370442246018,-0.5712423411944665,5.283301228703549
845,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.5387759625390391,0.3066990922580224,-0.06725371171123777,0.8810684786216327,0.10148811145894515,5.301029995663981
847,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.14504605457488282,0.3066990922580224,0.6415713793460515,1.0133427410335094,0.04542724040449418,5.3560258571931225
848,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.6733168356122182,0.3066990922580224,0.6415713793460515,0.9802741754305402,-0.5712423411944665,5.361727836017593
849,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.13788548732900843,0.3066990922580224,0.6415713793460515,0.9802741754305402,-0.5712423411944665,5.27207378750001
850,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.11018589581394216,0.3066990922580224,0.6415713793460515,1.0133427410335094,-0.1900284180241999,5.307496037913213
851,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.015215867762286358,0.3066990922580224,0.6415713793460515,0.9802741754305402,0.437853337785651,5.303196057420489
852,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.9095169652487118,-2.323818158763202,-0.776078802768527,0.21969716656224958,0.19118550514606672,5.093421685162235
853,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-1.1726630846418415,-1.0085595332525896,-0.776078802768527,0.21969716656224958,-0.14517972118063913,5.146128035678238
856,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-1.2577404014381164,-1.0085595332525896,-0.776078802768527,0.21969716656224958,-0.06669450170440776,5.135132651376775
857,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.45840933200334677,-1.0085595332525896,-0.776078802768527,0.18662860095928044,-0.5712423411944665,5.156851901070011
858,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.2577404014381164,-1.0085595332525896,-0.776078802768527,0.02128577294443466,-0.5712423411944665,5.125481265700594
859,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.1983841339058316,0.3066990922580224,-0.776078802768527,0.02128577294443466,-0.5712423411944665,5.089905111439398
860,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.4476804575414282,-1.0085595332525896,-0.776078802768527,0.02128577294443466,-0.5712423411944665,5.126780577012009
861,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.4476804575414282,0.3066990922580224,-0.776078802768527,0.02128577294443466,-0.5712423411944665,5.123851640967086
862,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.220230660115777,1.6219577177686344,0.6415713793460515,1.0133427410335094,-0.5712423411944665,5.3979400086720375
863,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.3539353699824181,0.3066990922580224,1.3503964704033409,1.0464113066364784,0.5387629056836627,5.406114192678464
864,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.5704326385562578,0.3066990922580224,1.3503964704033409,0.9802741754305402,-0.5712423411944665,5.37383114507383
865,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.7366301876466554,0.3066990922580224,1.3503964704033409,0.9802741754305402,0.03421506619360399,5.417471693203293
867,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.4457844767384595,0.3066990922580224,0.6415713793460515,1.0133427410335094,0.0,5.297760511099134
868,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.7326731031445031,0.3066990922580224,0.6415713793460515,0.9802741754305402,-0.5712423411944665,5.324282455297693
869,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.026333519510313055,0.3066990922580224,1.3503964704033409,0.9141370442246018,0.8863403062212587,5.342422680822207
870,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.008526639250627592,0.3066990922580224,0.6415713793460515,0.8149313474156944,0.5275507314727725,5.307496037913213
871,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.6495743285993043,0.3066990922580224,1.3503964704033409,1.0133427410335094,0.3481559440985294,5.446381812222442
872,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.16360653659299856,0.3066990922580224,0.6415713793460515,0.8479999130186635,0.6004298638435588,5.3222192947339195
873,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.0571540323209938,0.3066990922580224,0.6415713793460515,0.8479999130186635,2.641045570225574,5.3414345245781405
874,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.42797759647877404,0.3066990922580224,0.6415713793460515,0.8149313474156944,-0.5712423411944665,5.281033367247727
875,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.5692076980636118,0.3066990922580224,0.6415713793460515,0.9802741754305402,-0.5712423411944665,5.250420002308894
878,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-1.289397077455335,0.3066990922580224,-0.06725371171123777,1.0464113066364784,0.3817924667312,5.146128035678238
879,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.20242377985609153,1.6219577177686344,1.3503964704033409,1.178685569048355,0.437853337785651,5.467163965969091
881,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.0006124702463229419,0.3066990922580224,0.6415713793460515,1.0794798722394476,0.6060359509490039,5.278753600952829
882,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.046872543779504956,0.3066990922580224,-0.06725371171123777,1.1125484378424169,-0.5712423411944665,5.239299479126893
883,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.20515592386559797,0.3066990922580224,-0.06725371171123777,1.178685569048355,-0.5712423411944665,5.230448921378274
884,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.7393623316561618,0.3066990922580224,-1.4849038938258163,-0.7392912359238559,-0.5712423411944665,5.033423755486949
885,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.027087121268743335,0.3066990922580224,-0.776078802768527,-0.2432627518793186,-0.5712423411944665,5.222716471147583
886,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.3527104294897723,-1.0085595332525896,-1.4849038938258163,-1.1030454575565165,-0.5712423411944665,5.0
887,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.8355573002004636,0.3066990922580224,0.6415713793460515,1.0464113066364784,2.231801211528082,5.297760511099134
888,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.1457996563333131,0.3066990922580224,-0.06725371171123777,0.18662860095928044,0.2136098535678471,5.2027606873932
889,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.6938558598814101,-1.0085595332525896,-1.4849038938258163,-0.3755370142911952,-0.5712423411944665,5.103803720955957
890,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.741340873907238,-1.0085595332525896,-0.06725371171123777,0.15356003535631127,0.8583098706940333,5.096910013008056
891,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.3923638359594031,1.6219577177686344,2.05922156146063,1.178685569048355,1.3348272746568666,5.505149978319906
892,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.8462036132142746,0.3066990922580224,-0.06725371171123777,1.1125484378424169,-0.12275537275885873,5.162862993321926
893,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.5861784151167595,-2.323818158763202,-0.776078802768527,-0.8054283671297943,-0.5712423411944665,5.071882007306125
894,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.2339978944252026,-1.0085595332525896,-1.4849038938258163,-0.40860557989416435,-0.5712423411944665,4.929418925714293
896,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.05799019552753166,-1.0085595332525896,-1.4849038938258163,-0.8715654983357325,-0.5712423411944665,4.991226075692495
897,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.2577404014381164,-2.323818158763202,-0.776078802768527,-1.632142507204023,-0.5712423411944665,4.999565488225982
898,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-1.0994570213520234,0.3066990922580224,-2.1937289848831054,-0.6400855391149485,-0.5712423411944665,4.913813852383717
